Market	QuerySetName	QueryId	Query	Type	Frequency	UserLocation	UserLatLong	UserBoundingBox	TargetLocation	TargetLocationType	TargetLatLong	TargetCircleSizeInMiles
en-us	en-us UnifiedMaps-1410-01	05d9e6dc-d44e-5ff7-b5a0-dd3c87ec11ff	3318 Middle Road, Keokuk, Iowa 52632	Address	1	Urbandale ,Iowa ,United States 50323	41.6365,-93.809	41.76772683,-93.63304138,41.5049778,-93.98460388	3318 Middle Rd, Keokuk, IA 52632,United States	PopulatedPlace	40.42608,-91.39204	2
en-us	en-us UnifiedMaps-1410-01	05f191a2-73ec-56ca-8168-460549c0575a	2230 NE 32 Court Lighthouse Point Florida	Address	1	Miami ,Florida ,United States	25.7743,-80.1937	25.93272965,-80.01823425,25.61614369,-80.36979675	2230 NE 32nd Ct, Lighthouse Point, FL 33064,United States	PopulatedPlace	26.27124,-80.09271	2
en-us	en-us UnifiedMaps-1410-01	05f8192b-d83f-5b75-a8fd-22057cc402dc	Felix-Wankel-Straße 2 73760 Ostfildern	Address	1	Columbus ,Ohio ,United States 43218	39.9612,-82.9988	40.09593265,-82.82318115,39.82646778,-83.17474365	Felix-Wankel-Straße 2, 73760 Nellingen auf den Fildern	Address	48.713121,9.308023	2
en-us	en-us UnifiedMaps-1410-01	05fb9759-7e8e-5318-9d37-62a0aecbcc4e	11500 W OLYMPIC BLVD,LOS ANGELES, CA 90064	Address	1	Los Angeles ,California ,United States 90025	34.0486,-118.442	34.19419754,-118.26644897,33.90290631,-118.61801147	11500 W Olympic Blvd, Los Angeles, CA 90064,United States	PopulatedPlace	34.03578,-118.44415	2
en-us	en-us UnifiedMaps-1410-01	060768d7-d3ab-5857-8c5f-78320199821f	5415 West 39th, Odessa, TX	Address	1	Odessa ,Texas ,United States 79762	31.8994,-102.341	31.9288,-102.453,31.876,-102.508	5415 W 39th St, Odessa, TX 79764,United States	PopulatedPlace	31.86539,-102.44524	2
en-us	en-us UnifiedMaps-1410-01	0613eb39-7307-5513-bf9e-15307a93e425	6000 Mission Rd · Fairway, Ks 66205	Address	1	Indianapolis ,Indiana ,United States	39.7684,-86.158	39.9034156,-85.98243713,39.63319207,-86.33399963	6000 Mission Rd, Fairway, KS 66205,United States	PopulatedPlace	39.02036,-94.63069	2
en-us	en-us UnifiedMaps-1410-01	06545a72-bcec-544f-9e53-2b0219964f1a	610 CROWLEY AVE   PITTSBURG 94565 C	Address	1	Mahwah ,New Jersey ,United States 07430	41.078,-74.1764	30.19595878,-81.57507899,30.19300527,-81.57970312	610 Crowley Ave, Pittsburg, CA 94565,United States	PopulatedPlace	38.01767,-121.90033	2
en-us	en-us UnifiedMaps-1410-01	0669acb3-bb06-5495-a65c-7361bf40050b	5480 hound hill court collumbia md	Address	1	Columbia ,Maryland ,United States 21044	39.2043,-76.8833	39.34013921,-76.70722961,39.06771362,-77.05879211	5480 Hound Hill Ct, Columbia, MD 21045,United States	PopulatedPlace	39.21893,-76.83343	2
en-us	en-us UnifiedMaps-1410-01	06773350-9cb6-5948-89cc-7f16cbb2e2b2	131 north Oakley columbus,bus, ga	Address	1	Columbus ,Georgia ,United States 31904	32.5352,-84.9848	32.68330817,-84.80895996,32.38691979,-85.16052246	131 N Oakley Dr, Columbus, GA 31906,United States	PopulatedPlace	32.44752,-84.92958	2
en-us	en-us UnifiedMaps-1410-01	067b5c2f-bcaa-5ef6-b56e-f407821023fe	294 Michigan Ave	Address	1	Mansfield ,Ohio ,United States 44907	40.7257,-82.5229	40.8161,-82.3643,40.7184,-82.5981	294 Michigan Ave, Detroit, MI 48226,United States	PopulatedPlace	40.767267954552,-82.4812	2
en-us	en-us UnifiedMaps-1410-01	06806b68-09f4-5b6d-8acd-ae4f2f28fb72	4305 Greenwood Dr., Corpus Christi, TX  78416	Address	1	Houston ,Texas ,United States	29.7633,-95.3633	29.91566193,-95.18760681,29.61047618,-95.53916931	4305 Greenwood Dr, Corpus Christi, TX 78416,United States	PopulatedPlace	27.75514,-97.4346	2
en-us	en-us UnifiedMaps-1410-01	0683c488-ba26-59cd-a609-62c03fc9e34f	1504 n grimes hobbs nm 88240	Address	1	Midland ,Texas ,United States 79705	32.0544,-102.045	32.6035,-96.9235,32.5871,-96.9587	1504 N Grimes St, Hobbs, NM 88240,United States	PopulatedPlace	32.71604,-103.14439	2
en-us	en-us UnifiedMaps-1410-01	069d2298-1a1f-59c1-aebe-7f51609b0d42	7210 Ulmerton Rd	Address	1	Saint Petersburg ,Florida ,United States 33705	27.7429,-82.6479	27.7775,-82.4922,27.6631,-82.7267	7210 Ulmerton Rd, Largo, FL 33771,United States	PopulatedPlace	27.89392,-82.73792	2
en-us	en-us UnifiedMaps-1410-01	06f21542-1527-5314-9d57-bed7f0ceb58f	971 Capital Avenue Northeast, Battle Creek, Michigan 49017	Address	1	Battle Creek ,Michigan ,United States 49015	42.2843,-85.2293	42.3452,-85.1441,42.3289,-85.1661	971 Capital Ave NE, Battle Creek, MI 49017,United States	PopulatedPlace	42.337,-85.1555	2
en-us	en-us UnifiedMaps-1410-01	0710f869-14ed-5647-a331-32799132bc2a	280 E Sanilac Road, Sandusky, MI 48471	Address	1	Saginaw ,Michigan ,United States 48604	43.4166,-83.9713	43.4357,-83.9177,43.3975,-84.0249	280 E Sanilac Rd, Sandusky, MI 48471,United States	PopulatedPlace	43.42139,-82.82271	1
en-us	en-us UnifiedMaps-1410-01	0723f972-77ec-51ea-8373-34f0a9c32126	Kotlarska 30, Wroclaw, Poland	Address	1	Siechnice ,Dolnoslaskie ,Poland	51.0279,17.1471	51.13843232,17.32269287,50.91732038,16.97113037	ulica Kotlarska 30, 50-120 Wroclaw, Poland	Address	51.1119194,17.0317593	2
en-us	en-us UnifiedMaps-1410-01	07242f80-c06f-5240-8af3-0e02b1296d0f	7366 East Shea Blvd #112	Address	1	Singapore ,Singapore	1.32,103.82	1.49603054,103.99589539,1.14456193,103.64433289	7366 E Shea Blvd, Scottsdale, AZ 85260,United States	PopulatedPlace	33.58374,-111.92292	2
en-us	en-us UnifiedMaps-1410-01	074ff298-af25-557e-8c4d-f8f38f4eef9b	11925 paseo del rey 79936	Address	1	El Paso ,Texas ,United States 79936	31.7435,-106.297	31.8927166,-106.12106323,31.59374339,-106.47262573	11925 Paseo del Rey Dr, El Paso, TX 79936,United States	PopulatedPlace	31.76995,-106.27861	2
en-us	en-us UnifiedMaps-1410-01	0752ccb4-3e4f-5ee9-bd5c-5251dcaef00d	125  Prospect Street Mamaroneck NY United States of America	Address	1	New Rochelle ,New York ,United States 10804	40.9571,-73.7947	41.0133,-73.6657,40.9956,-73.6814	125 Prospect Ave, Mamaroneck, NY 10543,United States	PopulatedPlace	40.94979,-73.73412	2
en-us	en-us UnifiedMaps-1410-01	0764ac0a-0541-5720-aff5-2d902b366704	1733 O St, Lincoln, NE 68508	Address	1	Seward ,Nebraska ,United States 68434	40.9222,-97.0878	40.94619503,-96.5196991,40.6801173,-96.8712616	1733 O St, Lincoln, NE 68508,United States	PopulatedPlace	40.81323,-96.69571	2
en-us	en-us UnifiedMaps-1410-01	0773a1eb-0212-5436-a7f2-ba0e0bdf854e	6820 Larson	Address	1	Kansas City ,Missouri ,United States 64133	39.0199,-94.4641	47.1008,-81.6674,28.3728,-124.908	6820 Larson Ave, Kansas City, MO 64133,United States	PopulatedPlace	38.99705,-94.43723	2
en-us	en-us UnifiedMaps-1410-01	0775c3e0-bff5-5914-ac24-d701b731c3db	2706 durham blvd, Durham NC	Address	1	Chapel Hill ,North Carolina ,United States 27514	35.9666,-79.041	36.0634,-78.4902,35.8386,-78.9908	Chapel Hill,North Carolina,27514,United States	PopulatedPlace	35.9510799577711,-78.7405	11
en-us	en-us UnifiedMaps-1410-01	077a03e8-0cd5-5a76-ab5a-2207016169bb	5038 Up River Rd, Corpus Christi, TX	Address	1	Garland ,Texas ,United States 75042	32.9153,-96.677	30.57634847,-97.54264832,30.44457627,-97.81215668	5038 Up River Rd, Corpus Christi, TX 78407,United States	PopulatedPlace	27.80683,-97.44907	2
en-us	en-us UnifiedMaps-1410-01	077f9cc2-ccef-53b1-9cb7-09c194382bba	Borups alle 29 st th, 2200 København	Address	1	Naestved ,Sjaelland ,Denmark 4700	55.2246,11.7592	55.32484751,11.93527222,55.12433046,11.58370972	Borups Allé 29, 2200 Copenhagen, Denmark	Address	55.6907196,12.5392303	2
en-us	en-us UnifiedMaps-1410-01	0787f921-f03e-55d6-abcc-2e2ad081234c	Avenida de la Virgen de Guadalupe, 38670 Adeje, Canarias, Spain	Address	1	Beograd ,Beograd ,Serbia 11000	44.8024,20.4656	44.92689068,20.64125061,44.67744217,20.28968811	38670, Canary Islands, Spain	Postcode1	28.141791,-16.721463	5
en-us	en-us UnifiedMaps-1410-01	07b42d71-41f0-54ba-ab1d-51ef2c7730c8	472 captain CIR, annapolis, md	Address	1	Baltimore ,Maryland ,United States	39.2906,-76.6093	39.4971,-76.2191,39.4938,-76.2275	472 Captains Circle, Annapolis, MD 21401,United States	PopulatedPlace	38.98625,-76.52566	2
en-us	en-us UnifiedMaps-1410-01	07c77fca-25dc-5595-8197-9ea7b27355a8	6300 s syracuse wy ste 700 englewood co 80111	Address	1	Aurora ,Colorado ,United States 80012	39.7003,-104.841	49.8553,-67.1172,23.8702,-126.883	700 Englewood Pkwy, Englewood, CO 80110	Address	39.6548348665237,-104.996058270335	7
en-us	en-us UnifiedMaps-1410-01	080c511b-3ae7-5340-a0b2-74b223e3b013	2532 w.moringside dr. phx. az.	Address	1	Phoenix ,Arizona ,United States	33.4483,-112.076	33.6537,-112.1,33.6448,-112.12	2532 W Morningside Dr, Phoenix, AZ 85023,United States	PopulatedPlace	33.64927,-112.11274	2
en-us	en-us UnifiedMaps-1410-01	08313ebc-563c-5720-98c6-459000607a07	4095 CR 106, OXFORD, FL	Address	1	Saugerties ,New York ,United States 12477	42.0978,-73.9967	28.9344,-81.9936,28.9125,-82.0389	4095 CR-106, Oxford, FL 34484,United States	PopulatedPlace	28.92642,-82.03554	2
en-us	en-us UnifiedMaps-1410-01	083279ff-bf9f-54c6-a431-788fe87ae077	653 Marine St, Santa Monica, CA 90405, United States	Address	1	Los Angeles ,California ,United States	34.0522,-118.244	34.14761276,-118.29872131,33.85616131,-118.65028381	653 Marine St, Santa Monica, CA 90405,United States	PopulatedPlace	34.00207,-118.47433	2
en-us	en-us UnifiedMaps-1410-01	08761bc8-db73-5364-9598-e21cb78ca0a0	rt 211	Address	1	Canonsburg ,Pennsylvania ,United States 15317	40.2713,-80.1702	40.4051307,-79.99420166,40.1368907,-80.34576416	HIGHWAY 211, Molalla, OR 97038,United States	PopulatedPlace	40.2711436896452,-80.16998291	48
en-us	en-us UnifiedMaps-1410-01	088b943b-436f-5d0d-8937-72df88280c8b	2890 Dekalb Pike, East Norriton, Pennsylvania 19401	Address	1	Norristown ,Pennsylvania ,United States 19401	40.1325,-75.3324	40.26695231,-75.15678406,39.99816394,-75.50834656	2890 Dekalb Pike, East Norriton Township, PA 19401,United States	PopulatedPlace	40.14155,-75.31273	2
en-us	en-us UnifiedMaps-1410-01	088ba540-b69a-5846-966c-96ede119e304	132 Adnitt Road, NN1 4NF Northampton (Northamptonshire)	Address	1	Lisboa ,Lisboa ,Portugal 1069-300	38.7069,-9.1356	38.84398613,-8.96003723,38.56964281,-9.31159973	NN1 4NF, Northampton, Northants, United Kingdom	Postcode1	52.245516,-0.873865	2
en-us	en-us UnifiedMaps-1410-01	08a592d3-34c8-51c1-a10c-584387759c40	600 Washington Ave, Manahawkin, NJ 08050	Address	1	Philadelphia ,Pennsylvania ,United States	39.9523,-75.1638	39.7143,-74.2601,39.6993,-74.2937	600 Washington Ave, Manahawkin, NJ 08050,United States	PopulatedPlace	39.70684,-74.27688	2
en-us	en-us UnifiedMaps-1410-01	08f987b6-e243-56a2-b8c7-08af2d445c9a	4128 Thomas Circle	Address	1	Augusta ,Georgia ,United States 30904	33.477,-82.0129	33.5057,-81.9538,33.4968,-81.9733	4128 Thomas Circle, Augusta, GA 30907,United States	PopulatedPlace	33.5033,-82.12512	1
en-us	en-us UnifiedMaps-1410-01	09099c17-4a3d-5943-94d9-78830dd7bf0e	S Cross Road, Basavangudi, Bengaluru 560004, India	Address	1	Bangalore ,Karnataka ,India 560000	12.9819,77.5931	12.9424,77.5789,12.9388,77.5722	S Cross Road, Basavangudi, Bengaluru 560004, India	PopulatedPlace	12.9387,77.57537	2
en-us	en-us UnifiedMaps-1410-01	09290fa4-6246-5f0d-8170-815f68cb5b4d	100 S Lebanon Rd, Loveland, OH 45140	Address	1	Louisville ,Kentucky ,United States 40202	38.2517,-85.7544	38.38957161,-85.57868958,38.11349004,-85.93025208	100 S Lebanon Rd, Loveland, OH 45140,United States	PopulatedPlace	39.2715,-84.28443	2
en-us	en-us UnifiedMaps-1410-01	093571a9-62e8-5785-8d83-5fdd1a3f1f8a	1300 E Dock St, Tacoma, WA 98402, United States	Address	1	Kent ,Washington ,United States 98030	47.3624,-122.198	47.36952444,-122.2592926,47.13088505,-122.6108551	1300 E Dock St, Tacoma, WA 98402,United States	PopulatedPlace	47.25036,-122.4352	2
en-us	en-us UnifiedMaps-1410-01	09451ac4-f346-5420-a170-1456202379ce	2200 WEST BAY DR > City: LARGO > State: FL > Zip: 33770	Address	1	Dunedin ,Florida ,United States 34698	28.0288,-82.7689	28.18400709,-82.59315491,27.87367955,-82.94471741	2200 W Bay Dr, Largo, FL 33770,United States	PopulatedPlace	27.91681,-82.81113	2
en-us	en-us UnifiedMaps-1410-01	095ee56c-3874-5fe4-822c-be6c4110fcde	1654 1 st n. winter haven fl	Address	1	Auburndale ,Florida ,United States 33823	28.0795,-81.8037	28.23422968,-81.62773132,27.92404727,-81.97929382	1654 1st St N, Winter Haven, FL 33881,United States	PopulatedPlace	28.03907,-81.72671	2
en-us	en-us UnifiedMaps-1410-01	096bb0c0-1d61-5c52-a03c-3a1f39e361e0	302 N Bascom Ave	Address	1	Mountain View ,California ,United States 94040	37.3845,-122.088	37.3682,-121.828,37.2472,-122.102	302 N Bascom Ave, San Jose, CA 95128,United States	PopulatedPlace	37.3283,-121.93189	2
en-us	en-us UnifiedMaps-1410-01	096c1d36-7bd6-57ec-bf61-77e037d1f861	3574 w 128 cleveland oh	Address	1	North Olmsted ,Ohio ,United States 44070	41.4163,-81.9225	41.4716,-81.768,41.4576,-81.7953	3574 W 128th St, Cleveland, OH 44111,United States	PopulatedPlace	41.45536,-81.77791	2
en-us	en-us UnifiedMaps-1410-01	09712146-0d91-5117-a108-3ac60c917770	876 Grand Canal Drive Poinciana	Address	1	Haines City ,Florida ,United States	28.1142,-81.6179	28.26931095,-81.44233704,27.95923007,-81.79389954	876 Grand Canal Dr, Kissimmee, FL 34759,United States	PopulatedPlace	28.11959,-81.47213	2
en-us	en-us UnifiedMaps-1410-01	09938d2b-f7da-5170-9eaf-72590e1aa0b2	792 Mill St, Plymouth, PA 18651	Address	1	West Bloomfield ,Michigan ,United States 48324	42.5948,-83.3828	41.37062534,-75.78643799,41.1062605,-76.13800049	792 Mill St, Plymouth, PA 18651,United States	PopulatedPlace	41.23864,-75.96232	2
en-us	en-us UnifiedMaps-1410-01	09aa066d-9001-5dce-b35b-40fc1c86ebba	7729 Jones Rd, Pasadena, MD 21122	Address	1	Sykesville ,Maryland ,United States 21784	39.4002,-76.9726	39.28276239,-76.31240845,39.01011396,-76.66397095	7729 Jones Rd, Pasadena, MD 21122,United States	PopulatedPlace	39.1464,-76.48795	2
en-us	en-us UnifiedMaps-1410-01	09ac2177-89e0-52e2-a4d0-1f6d138e2b13	6210 viattnerto ct Atascadero, California	Address	1	Atascadero ,California ,United States 93422	35.4573,-120.719	35.49836565,-120.64907411,35.47278641,-120.69851259	Atascadero, CA	PopulatedPlace	35.4886894226074,-120.669059753418	5
en-us	en-us UnifiedMaps-1410-01	09b4afc8-6f8f-5b04-a5ac-7534d25c3cbd	8155 Jellison St., Orlando, FL 32825, United States of America	Address	1	Oviedo ,Florida ,United States 32765	28.6659,-81.2003	28.82001115,-81.02485657,28.51153925,-81.37641907	8155 Jellison St, Orlando, FL 32825,United States	PopulatedPlace	28.52528,-81.27507	2
en-us	en-us UnifiedMaps-1410-01	09d3353a-03a9-58ea-9bac-49c0ac3c715b	10 Ida Ln, West Haven, CT 06516	Address	1	Meriden ,Connecticut ,United States	41.5363,-72.7978	41.37835428,-72.81394958,41.11402077,-73.16551208	10 Ida Ln, West Haven, CT 06516,United States	PopulatedPlace	41.24622,-72.9897	2
en-us	en-us UnifiedMaps-1410-01	09d4d184-c83c-5062-8575-0353b6c9b3b4	605 S Conroe Medical Dr	Address	1	Conroe ,Texas ,United States 77304	30.3217,-95.5242	30.3443,-94.8885,29.9141,-95.7851	605 S Conroe Medical Dr, Conroe, TX 77304,United States	PopulatedPlace	30.28479,-95.47165	2
en-us	en-us UnifiedMaps-1410-01	09ddeaed-db59-514f-baca-0ca48771b660	1324 Mill Dam Rd, Virginia Beach, VA 23454	Address	1	Virginia Beach ,Virginia ,United States 23454	36.8766,-76.0293	82.7098,180,-37.6422,-180	1324 Mill Dam Rd, Virginia Beach, VA 23454,United States	PopulatedPlace	36.87678,-76.03131	2
en-us	en-us UnifiedMaps-1410-01	09ed2c68-e350-5f31-a623-155876a6064c	160 VZ County road 8717, Edom, Texas, 75756	Address	1	Tampa ,Florida ,United States 33624	28.0782,-82.5259	32.207,-95.261,32.1972,-95.2748	Edom, TX,United States	PopulatedPlace	32.37232,-95.61052	3
en-us	en-us UnifiedMaps-1410-01	0a069615-0f61-5ddf-8edf-3ea81a14b6dc	14421 W. 121 Terr. Olathe, KS	Address	1	Phoenix ,Arizona ,United States	33.4484,-112.074	38.91162381,-94.74389667,38.90364464,-94.75714678	14421 W 121st Terrace, Olathe, KS 66062,United States	PopulatedPlace	38.90816,-94.75294	2
en-us	en-us UnifiedMaps-1410-01	0a2670dd-b46d-571e-b4cf-76abeda98ebd	1441 aviator ct de pere wi	Address	1	De Pere ,Wisconsin ,United States 54115	44.3906,-88.031	44.51609322,-87.85491943,44.26487115,-88.20648193	1441 Aviator Ct, De Pere, WI 54115,United States	PopulatedPlace	44.44216,-88.14054	2
en-us	en-us UnifiedMaps-1410-01	0a43633a-3a4d-5fb5-b02e-dfea78d3a086	100 bourland rd, keller	Address	1	Richardson ,Texas ,United States	32.9482,-96.7297	33.09556835,-96.55403137,32.80055038,-96.90559387	100 Bourland Rd, Keller, TX 76248,United States	PopulatedPlace	32.93647,-97.24091	2
en-us	en-us UnifiedMaps-1410-01	0a460204-94ac-57ab-88a2-cd8111c1afc8	near I-275 S, Tampa, FL 33607	Address	1	Tampa ,Florida ,United States 33602	27.9542,-82.4665	27.9832,-82.4405,27.9199,-82.5203	Interstate 275 S, Tampa, FL 33607,United States	PopulatedPlace	27.95624,-82.50116	3
en-us	en-us UnifiedMaps-1410-01	0a586951-6598-5aad-abfa-6470d19b848f	205 s moon brandon fl 33511	Address	1	Brandon ,Florida ,United States 33511	27.9003,-82.3024	49.8553,-66.9854,23.8702,-127.015	205 Moon Ave S, Brandon, FL 33511,United States	PopulatedPlace	27.93501,-82.28782	2
en-us	en-us UnifiedMaps-1410-01	0a6d580a-a2d3-580c-8f2b-be17cf61c597	11617A Spring Cypress, Tomball, Texas 77377	Address	1	Twinsburg ,Ohio ,United States 44087	41.3152,-81.4405	41.44684402,-81.26449585,41.18278833,-81.61605835	11617 Spring Cypress Rd, Tomball, TX 77377,United States	PopulatedPlace	30.01162,-95.59985	2
en-us	en-us UnifiedMaps-1410-01	0a8a2705-ae1d-58de-941d-fcefff4cbb32	8209 laurel drive, Texas	Address	1	Scottsdale ,Arizona ,United States	33.5092,-111.899	33.65578083,-111.72340393,33.36264966,-112.07496643	Laurel Dr, Winters, TX 79567	RoadBlock	31.9749393463135,-99.9624176025391	2
en-us	en-us UnifiedMaps-1410-01	0ac6aa7b-85b4-584f-a81e-c6b2d3280309	269 LAKE LAUREL RD NE MILLEDGEVILLE, GA	Address	1	Plymouth ,Minnesota ,United States 55442	45.0469,-93.4266	35.657,-81.2192,35.6539,-81.2263	269 Lake Laurel Rd NE, Milledgeville, GA 31061,United States	PopulatedPlace	33.11056,-83.18546	2
en-us	en-us UnifiedMaps-1410-01	0af18f57-45e2-53a3-8214-4a605bc33ffc	8251 Greensboro Drive,, , Suite 250, McLean, VA 22102	Address	1	Somerset ,New Jersey ,United States	40.4983,-74.523	38.9063,-76.8742,38.8053,-77.0441	8251 Greensboro Dr, McLean, VA 22102,United States	PopulatedPlace	38.92167,-77.23003	2
en-us	en-us UnifiedMaps-1410-01	0afc4d81-8f31-5607-9906-bb1bc4d2287c	10571 hwy 57, sister bay wi 54234	Address	1	Neenah ,Wisconsin ,United States 54956	44.1843,-88.5305	45.8415,-85.2247,44.382,-88.9765	10571 HIGHWAY 57, Sister Bay, WI 54234,United States	PopulatedPlace	45.18493,-87.12253	2
en-us	en-us UnifiedMaps-1410-01	0b006df0-98cc-5366-9c35-9cd230bc5ef9	Rynek 33, 05-190 Nasielsk	Address	1	Boden ,Norrbotten ,Sweden 96196	65.8239,21.6893	65.89576515,21.86485291,65.75178507,21.51329041	ulica Rynek 33, 05-190 Nasielsk, Poland	PopulatedPlace	52.59035,20.80647	2
en-us	en-us UnifiedMaps-1410-01	0b15370b-427f-5b39-a8bf-ef2c91418696	5918 Wilson Rd Kansas City, MO 64123	Address	1	Topola ,Sumadijski ,Serbia	44.25,20.68	41.4937,-81.6561,41.4909,-81.66	5918 Wilson Rd, Kansas City, MO 64123,United States	PopulatedPlace	39.10542,-94.51287	2
en-us	en-us UnifiedMaps-1410-01	0b20aea5-02af-5864-88b7-afc006602e90	4774 Genna Trace Ct, Jacksonville, FL 32257	Address	1	Jacksonville ,Florida ,United States	30.3322,-81.6556	30.21108641,-81.60160148,30.20577219,-81.60843575	Genna Trace Ct, Jacksonville, FL 32257,United States	PopulatedPlace	30.20843,-81.60515	2
en-us	en-us UnifiedMaps-1410-01	0b5180a7-44ec-5a66-baee-21b0a5b0641f	113 banbury way wayne pa	Address	1	Miami ,Florida ,United States 33144	25.7629,-80.312	40.0069,-75.4409,40.0041,-75.4435	113 Banbury Way, Wayne, PA 19087,United States	PopulatedPlace	40.04584,-75.39276	2
en-us	en-us UnifiedMaps-1410-01	0b6124fc-37e9-5686-bd0f-85aa0836ef19	499 COL COLLINS BLVD, North Syracuse NY	Address	1	Watervliet ,New York ,United States 12189	42.735,-73.7172	42.86388628,-73.54110718,42.60566321,-73.89266968	North Syracuse, NY	PopulatedPlace	43.1325187683105,-76.1278991699219	2
en-us	en-us UnifiedMaps-1410-01	0b699391-2262-52b1-9712-52f8ee91db56	5200 E Hwy 98, Santa Rosa Beach, FL	Address	1	Bradenton ,Florida ,United States 34203	27.4428,-82.5077	45.2795,-82.5879,44.5048,-84.5594	5200 US Highway 98 E, Santa Rosa Beach, FL 32459,United States	PopulatedPlace	30.3562,-86.09757	2
en-us	en-us UnifiedMaps-1410-01	0b76adda-8d78-54ba-848b-f62ebd858971	52-54-56 đường Đặng Văn Thạnh, khu 1, Thị xã Cai Lậy, Tiền Giang, Ap An Tinh, Tiền Giang, Vietnam	Address	1	Can Tho ,Can Tho ,Viet Nam	10.047,105.782	10.22032837,105.9576416,9.8741579,105.6060791	ViewPortCenter	PopulatedPlace	10.0472894559173,105.78186035	17
en-us	en-us UnifiedMaps-1410-01	0b8d5eab-099b-5d6c-89e4-249971bf7ed6	5602 Armour Dr	Address	1	Houston ,Texas ,United States 77095	29.9082,-95.6556	29.7587,-95.31,29.756,-95.3135	5602 Armour Dr, Houston, TX 77020,United States	PopulatedPlace	29.7572,-95.31253	2
en-us	en-us UnifiedMaps-1410-01	0ba3b281-b8fb-5874-b76f-4d554cba3dda	7135 Kingston Rd, Fairview, TN	Address	1	Maryland Heights ,Missouri ,United States 63043	38.7283,-90.4509	38.86537485,-90.27534485,38.59111378,-90.62690735	7135 Kingston Rd, Fairview, TN 37062,United States	PopulatedPlace	36.02661,-87.16147	2
